frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_2_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_angle, y_angle
1, 0, 0.976134, 1, 0.0481401, 0.252341, -0.96644, -0.266137, 0.27709, -0.923251, 51.8744, 1.97194, 336.074, 0.110924, -0.214436, -0.0488474, 0.118917, 0.433402
2, 0.0166833, 0.980024, 1, 0.0532317, 0.256267, -0.965139, -0.253874, 0.278738, -0.926204, 52.4512, 2.04477, 335.343, 0.0999302, -0.218237, -0.0732872, 0.130972, 0.423683
3, 0.0333667, 0.981968, 1, 0.0550274, 0.256098, -0.965083, -0.2494, 0.276437, -0.928107, 52.9497, 2.11941, 336.575, 0.102741, -0.20597, -0.0889819, 0.118478, 0.425792
4, 0.05005, 0.988532, 1, 0.0667831, 0.247516, -0.96658, -0.238211, 0.27741, -0.930752, 53.1105, 2.61657, 338.708, 0.119369, -0.183751, -0.0948248, 0.107245, 0.441565
5, 0.0667333, 0.988558, 1, 0.0460531, 0.255885, -0.96561, -0.249201, 0.275808, -0.928347, 52.9567, 2.75382, 338.865, 0.118366, -0.186583, -0.0887815, 0.0965884, 0.44488
6, 0.0834167, 0.983808, 1, 0.0625984, 0.253477, -0.965314, -0.249301, 0.275306, -0.92847, 52.7025, 2.81017, 338.929, 0.111742, -0.18832, -0.0847033, 0.109195, 0.436334
7, 0.1001, 0.988989, 1, 0.0589446, 0.250091, -0.966426, -0.244845, 0.267542, -0.931918, 52.4739, 2.74191, 339.114, 0.104501, -0.18556, -0.091051, 0.104961, 0.422529
8, 0.116783, 0.989566, 1, 0.061376, 0.245442, -0.967466, -0.240758, 0.268062, -0.932833, 51.7952, 2.89499, 339.372, 0.107517, -0.184061, -0.0864224, 0.108189, 0.423765
9, 0.133467, 0.984408, 1, 0.0698373, 0.244831, -0.967047, -0.245889, 0.264652, -0.932469, 51.1161, 3.04765, 339.11, 0.109458, -0.183935, -0.0828655, 0.110156, 0.423145
10, 0.15015, 0.99006, 1, 0.0597424, 0.255484, -0.964966, -0.247386, 0.260403, -0.933269, 50.7616, 3.17646, 339.959, 0.112339, -0.176337, -0.087727, 0.0921107, 0.429074
11, 0.166833, 0.990398, 1, 0.0731026, 0.241601, -0.967618, -0.240051, 0.260934, -0.935034, 49.814, 3.14231, 339.954, 0.115108, -0.177626, -0.0839637, 0.10698, 0.42404
12, 0.183517, 0.990836, 1, 0.0701722, 0.24737, -0.966377, -0.244697, 0.265384, -0.932574, 48.9051, 3.08282, 339.763, 0.11726, -0.175983, -0.0801954, 0.10151, 0.431719
13, 0.2002, 0.991262, 1, 0.059848, 0.249003, -0.966652, -0.241781, 0.265312, -0.933355, 48.1485, 3.09514, 339.4, 0.121001, -0.172105, -0.0793541, 0.0938446, 0.436035
14, 0.216883, 0.991191, 1, 0.0639824, 0.24904, -0.966377, -0.244897, 0.268851, -0.931528, 47.471, 3.02212, 339.61, 0.124211, -0.170658, -0.0791501, 0.0925757, 0.440939
15, 0.233567, 0.991109, 1, 0.0507288, 0.247808, -0.96748, -0.250614, 0.271601, -0.929207, 46.6665, 2.95039, 340.13, 0.126611, -0.166959, -0.0797911, 0.0779067, 0.444764
16, 0.25025, 0.991591, 1, 0.0468699, 0.241443, -0.969282, -0.268603, 0.256703, -0.928416, 45.6368, 2.78768, 339.188, 0.13472, -0.16196, -0.0814945, 0.0592543, 0.442283
17, 0.266933, 0.99176, 1, 0.0350555, 0.219549, -0.974971, -0.300782, 0.213865, -0.929404, 44.8822, 2.55787, 340.053, 0.141994, -0.162399, -0.0847658, 0.0303407, 0.418149
18, 0.283617, 0.991282, 1, -0.0371925, 0.177719, -0.983378, -0.291554, 0.20448, -0.934443, 44.149, 2.4192, 339.71, 0.148873, -0.157992, -0.0862092, -0.0114191, 0.39962
19, 0.3003, 0.991284, 1, -0.0379641, 0.176828, -0.983509, -0.284835, 0.228646, -0.930908, 43.3992, 2.28726, 338.373, 0.150684, -0.152946, -0.0875101, -0.01147, 0.413332
20, 0.316983, 0.991775, 1, -0.0329432, 0.161242, -0.986365, -0.281718, 0.248434, -0.926777, 42.6178, 2.19687, 337.291, 0.151678, -0.150405, -0.0884612, -0.00840301, 0.416338
21, 0.333667, 0.991775, 1, -0.0317636, 0.18129, -0.982917, -0.280937, 0.248751, -0.926929, 41.9487, 2.13402, 336.625, 0.150293, -0.146678, -0.0900477, -0.00962373, 0.425815
22, 0.35035, 0.991737, 1, -0.0390927, 0.181985, -0.982524, -0.273403, 0.252224, -0.928242, 41.4866, 2.09875, 336.442, 0.150574, -0.145457, -0.0923088, -0.00960017, 0.42854
23, 0.367033, 0.992001, 1, -0.0295584, 0.206892, -0.977917, -0.274061, 0.27228, -0.922363, 40.7641, 2.02799, 334.509, 0.156396, -0.139354, -0.0945795, -0.00846151, 0.456998
24, 0.383717, 0.992252, 1, -0.0289056, 0.207715, -0.977762, -0.27254, 0.272927, -0.922623, 40.4311, 2.01244, 334.294, 0.154896, -0.137937, -0.0969287, -0.00756631, 0.456753
25, 0.4004, 0.992256, 1, -0.0228757, 0.210479, -0.977331, -0.266073, 0.280547, -0.922225, 40.1843, 1.94483, 334.272, 0.153817, -0.1395, -0.099354, 0.00332554, 0.460513
26, 0.417083, 0.991816, 1, -0.0160595, 0.207687, -0.978063, -0.266313, 0.276226, -0.923459, 39.8024, 1.86149, 334.433, 0.155326, -0.1372, -0.101933, 0.0046376, 0.45835
27, 0.433767, 0.992261, 1, -0.0203666, 0.211513, -0.977163, -0.261295, 0.281493, -0.923302, 39.6299, 1.73491, 334.508, 0.155715, -0.137126, -0.104487, 0.0059529, 0.463358
28, 0.45045, 0.992268, 1, -0.0145533, 0.200257, -0.979635, -0.263878, 0.273248, -0.925043, 39.6692, 1.65417, 334.816, 0.156817, -0.137327, -0.106756, 0.00731115, 0.454327
29, 0.467133, 0.99247, 1, -0.0108051, 0.195189, -0.980706, -0.269211, 0.269813, -0.924514, 39.6983, 1.57919, 334.863, 0.158541, -0.13752, -0.107395, 0.00617084, 0.451949
30, 0.483817, 0.992495, 1, -0.0254017, 0.177648, -0.983766, -0.273376, 0.257799, -0.926717, 39.871, 1.4512, 336.496, 0.158705, -0.141231, -0.107731, -0.00285299, 0.437371
31, 0.5005, 0.992545, 1, -0.0218118, 0.205995, -0.97831, -0.270579, 0.279745, -0.921157, 39.5025, 1.19905, 335.225, 0.157041, -0.140649, -0.107068, 0.00403671, 0.461196
32, 0.517183, 0.992608, 1, -0.0160574, 0.202234, -0.979206, -0.266936, 0.280986, -0.921842, 39.1455, 1.26924, 334.673, 0.157251, -0.139369, -0.107499, 0.0082791, 0.459956
33, 0.533867, 0.992636, 1, -0.0264795, 0.214768, -0.976306, -0.269974, 0.285159, -0.919673, 39.3114, 1.54385, 334.602, 0.15655, -0.140173, -0.107894, 0.00242101, 0.468615
34, 0.55055, 0.99248, 1, -0.0230911, 0.211361, -0.977135, -0.272284, 0.281328, -0.920172, 39.5862, 1.57946, 334.554, 0.154607, -0.140068, -0.107663, 0.00305599, 0.462794
35, 0.567233, 0.992473, 1, -0.0234592, 0.205822, -0.978308, -0.274488, 0.280824, -0.919671, 39.9317, 1.40429, 335.136, 0.153149, -0.141301, -0.10631, 0.00231979, 0.458372
36, 0.583917, 0.992666, 1, -0.031208, 0.212686, -0.976622, -0.271914, 0.280005, -0.920685, 40.2654, 0.995804, 334.83, 0.14906, -0.141706, -0.104926, 0.000563097, 0.457526
37, 0.6006, 0.992753, 1, -0.0337001, 0.216263, -0.975753, -0.266883, 0.282552, -0.921378, 40.9377, 0.783735, 334.673, 0.147755, -0.139493, -0.104082, -0.00102642, 0.459844
38, 0.617283, 0.993061, 1, -0.0227367, 0.212475, -0.976902, -0.274006, 0.277859, -0.920714, 41.7355, 0.947482, 334.711, 0.149787, -0.140351, -0.103022, 0.000579927, 0.457435
39, 0.633967, 0.992895, 1, -0.0317081, 0.212907, -0.976558, -0.270753, 0.28246, -0.920277, 42.3418, 1.14801, 335.089, 0.15022, -0.140599, -0.102175, -0.00324361, 0.460701
40, 0.65065, 0.992865, 1, -0.0354846, 0.212232, -0.976575, -0.274674, 0.283375, -0.918832, 42.6826, 0.981441, 335.326, 0.149255, -0.140561, -0.100031, -0.00796865, 0.459674
41, 0.667333, 0.993053, 1, -0.0389334, 0.21528, -0.975776, -0.274545, 0.284078, -0.918654, 43.1071, 0.859274, 335.51, 0.147301, -0.141247, -0.0983329, -0.00945354, 0.459988
42, 0.684017, 0.992946, 1, -0.0421727, 0.219221, -0.974763, -0.275548, 0.285337, -0.917963, 43.5236, 0.892647, 335.545, 0.145876, -0.141585, -0.0967502, -0.0117348, 0.461101
43, 0.7007, 0.992658, 1, -0.0445993, 0.223242, -0.973742, -0.276503, 0.287438, -0.91702, 44.0149, 0.766338, 336.328, 0.14437, -0.143964, -0.095274, -0.011643, 0.463315
44, 0.717383, 0.992889, 1, -0.0432869, 0.222849, -0.973892, -0.27632, 0.282813, -0.918512, 44.3722, 0.632742, 335.779, 0.143933, -0.144184, -0.0947498, -0.0103578, 0.460384
45, 0.734067, 0.992746, 1, -0.0502037, 0.226213, -0.972783, -0.278028, 0.284131, -0.917589, 44.917, 0.674188, 335.685, 0.144237, -0.145912, -0.0929608, -0.0134062, 0.463066
46, 0.75075, 0.992673, 1, -0.0524408, 0.229295, -0.971943, -0.285625, 0.286159, -0.914621, 45.3562, 0.576633, 335.913, 0.139577, -0.147764, -0.0917193, -0.0164496, 0.461645
47, 0.767433, 0.992818, 1, -0.0541398, 0.223001, -0.973314, -0.284144, 0.287705, -0.914597, 45.8679, 0.459273, 335.392, 0.139447, -0.151901, -0.0905874, -0.0122302, 0.458848
48, 0.784117, 0.992543, 1, -0.0589592, 0.226618, -0.972197, -0.285448, 0.288716, -0.913872, 46.6222, 0.504177, 335.757, 0.140356, -0.156191, -0.0885431, -0.011271, 0.462055
49, 0.8008, 0.992459, 1, -0.0649459, 0.232071, -0.970528, -0.293485, 0.28783, -0.911603, 47.2127, 0.509461, 336.268, 0.140391, -0.159064, -0.0860824, -0.0165998, 0.464615
50, 0.817483, 0.992555, 1, -0.0635016, 0.227401, -0.971729, -0.298145, 0.283043, -0.91159, 47.7625, 0.399646, 335.857, 0.139727, -0.163373, -0.0843963, -0.0133846, 0.459089
51, 0.834167, 0.99242, 1, -0.065275, 0.226804, -0.97175, -0.300189, 0.286697, -0.909775, 48.4876, 0.439862, 335.891, 0.140271, -0.167654, -0.0824764, -0.0112163, 0.460981
52, 0.85085, 0.992434, 1, -0.0763464, 0.228287, -0.970596, -0.300536, 0.284639, -0.910307, 49.1158, 0.503305, 336.014, 0.14034, -0.172265, -0.0805477, -0.0128162, 0.460343
53, 0.867533, 0.992288, 1, -0.0747858, 0.222484, -0.972064, -0.30508, 0.285565, -0.908504, 49.6025, 0.407984, 335.282, 0.136876, -0.175325, -0.0790972, -0.0108321, 0.454898
54, 0.884217, 0.991919, 1, -0.0852623, 0.228083, -0.969901, -0.3064, 0.285941, -0.907941, 50.3301, 0.467166, 335.783, 0.138414, -0.17885, -0.0763626, -0.0145585, 0.459218
55, 0.9009, 0.987736, 1, -0.0966564, 0.228967, -0.968624, -0.323853, 0.285554, -0.901986, 51.2663, 0.261506, 336.151, 0.128246, -0.19781, -0.0730491, -0.00892198, 0.44701
56, 0.917583, 0.98856, 1, -0.0874082, 0.224775, -0.970482, -0.31573, 0.278485, -0.907062, 52.032, 0.099554, 335.605, 0.130748, -0.204544, -0.0849339, 0.00288798, 0.44202
57, 0.934267, 0.989093, 1, -0.0848202, 0.193606, -0.977406, -0.324547, 0.261252, -0.909075, 53.1045, 0.106993, 338.416, 0.135456, -0.20936, -0.0903683, -0.000580373, 0.422062
58, 0.95095, 0.989379, 1, -0.0892419, 0.191923, -0.977344, -0.325482, 0.253221, -0.911011, 53.6571, 0.0698653, 338.787, 0.135749, -0.209947, -0.0913197, -0.00364339, 0.417502
59, 0.967633, 0.988949, 1, -0.067062, 0.182481, -0.98092, -0.290463, 0.258083, -0.921425, 54.1821, -0.102345, 338.848, 0.136217, -0.210646, -0.091062, 0.0285664, 0.412652
60, 0.984317, 0.989376, 1, -0.0291679, 0.210274, -0.977207, -0.247874, 0.27843, -0.92792, 54.3714, -0.28519, 337.816, 0.134634, -0.207656, -0.0886028, 0.0718951, 0.433074
61, 1.001, 0.988557, 1, -0.0295249, 0.212116, -0.976798, -0.236597, 0.289109, -0.927598, 54.6397, -0.384429, 337.412, 0.132509, -0.208928, -0.0877135, 0.0800461, 0.436346
62, 1.01768, 0.988905, 1, -0.0271635, 0.211763, -0.976943, -0.2343, 0.288898, -0.928246, 54.9006, -0.568982, 337.32, 0.12807, -0.209866, -0.0867639, 0.0837746, 0.431961
63, 1.03437, 0.988956, 1, -0.0218889, 0.213773, -0.976638, -0.233744, 0.293599, -0.926911, 55.1017, -0.71786, 337.386, 0.124768, -0.210802, -0.0863218, 0.0886036, 0.432234
64, 1.05105, 0.989318, 1, -0.0212163, 0.218379, -0.975633, -0.231453, 0.29679, -0.926469, 55.2592, -0.834609, 337.497, 0.124362, -0.209962, -0.0854535, 0.0887327, 0.435829
65, 1.06773, 0.989293, 1, -0.0308154, 0.221708, -0.974626, -0.232146, 0.295508, -0.926706, 55.4606, -0.97574, 337.505, 0.120397, -0.210518, -0.0853141, 0.0838658, 0.433438
66, 1.08442, 0.98887, 1, -0.0300359, 0.222842, -0.974392, -0.228178, 0.29295, -0.928502, 55.4997, -1.1245, 337.318, 0.116583, -0.209608, -0.0848653, 0.085877, 0.428932
67, 1.1011, 0.989005, 1, -0.0248258, 0.227161, -0.973541, -0.231849, 0.298392, -0.925856, 55.57, -1.25364, 337.34, 0.112282, -0.208445, -0.084668, 0.0857649, 0.430339
68, 1.11778, 0.989134, 1, -0.0324351, 0.224415, -0.973954, -0.239166, 0.295562, -0.924901, 55.5594, -1.30255, 337.038, 0.111666, -0.208211, -0.0848897, 0.0775092, 0.427495
69, 1.13447, 0.989191, 1, -0.0524032, 0.191032, -0.980184, -0.258949, 0.2801, -0.924386, 55.9499, -1.36858, 339.112, 0.11003, -0.21397, -0.0857408, 0.0583385, 0.401229
70, 1.15115, 0.98884, 1, -0.0535175, 0.184182, -0.981434, -0.260922, 0.275587, -0.925187, 55.9078, -1.48112, 339.124, 0.110747, -0.212849, -0.0857809, 0.0544602, 0.396324
71, 1.16783, 0.989008, 1, -0.0505271, 0.223052, -0.973496, -0.257506, 0.298509, -0.919012, 55.5038, -1.6014, 336.801, 0.112489, -0.205262, -0.0853064, 0.052723, 0.430822
72, 1.18452, 0.988748, 1, -0.0519853, 0.185637, -0.981242, -0.259851, 0.27751, -0.924914, 55.8316, -1.60992, 338.737, 0.110141, -0.209685, -0.0862598, 0.0523114, 0.397805
73, 1.2012, 0.988589, 1, -0.050858, 0.187428, -0.980961, -0.258645, 0.277131, -0.925365, 55.7986, -1.64983, 338.516, 0.109198, -0.207603, -0.087205, 0.0513417, 0.398065
74, 1.21788, 0.988614, 1, -0.0423698, 0.207239, -0.977372, -0.25889, 0.291386, -0.920907, 55.4804, -1.70656, 336.81, 0.111312, -0.201894, -0.0873736, 0.0519037, 0.418321
75, 1.23457, 0.991096, 1, -0.0410852, 0.186717, -0.981554, -0.256631, 0.274509, -0.926707, 55.4947, -1.46458, 338.077, 0.118028, -0.194536, -0.088121, 0.0421293, 0.407641
76, 1.25125, 0.992259, 1, -0.0476428, 0.222404, -0.97379, -0.247333, 0.298729, -0.921731, 55.0261, -1.35462, 336.498, 0.117892, -0.182549, -0.0772229, 0.0387925, 0.439832
77, 1.26793, 0.988886, 1, -0.0603812, 0.225128, -0.972456, -0.261393, 0.294134, -0.919325, 55.1571, -1.47665, 336.421, 0.0979649, -0.197442, -0.0693527, 0.0427638, 0.417605
78, 1.28462, 0.988583, 1, -0.0578628, 0.185433, -0.980952, -0.257087, 0.272553, -0.927158, 55.774, -1.38785, 337.917, 0.102859, -0.210604, -0.0777133, 0.0534527, 0.388234
79, 1.3013, 0.988674, 1, -0.0563775, 0.186319, -0.98087, -0.255547, 0.272837, -0.9275, 56.0209, -1.35783, 337.837, 0.108579, -0.207793, -0.0830409, 0.0506944, 0.394916
80, 1.31798, 0.988731, 1, -0.0589005, 0.183236, -0.981303, -0.255975, 0.26291, -0.930245, 56.2376, -1.32271, 338.235, 0.109471, -0.208232, -0.0851167, 0.0478263, 0.389044
81, 1.33467, 0.988524, 1, -0.0639125, 0.185147, -0.98063, -0.253954, 0.262193, -0.931001, 56.5201, -1.19583, 338.508, 0.112429, -0.208943, -0.0867636, 0.0469558, 0.392594
82, 1.35135, 0.987901, 1, -0.0568037, 0.18888, -0.980356, -0.255864, 0.260652, -0.93091, 56.7575, -1.04454, 338.463, 0.112798, -0.20987, -0.0871079, 0.0508002, 0.394067
83, 1.36803, 0.986909, 1, -0.0514793, 0.220888, -0.97394, -0.26111, 0.266795, -0.927708, 56.717, -0.940123, 336.853, 0.108725, -0.202925, -0.0869442, 0.0461305, 0.410549
84, 1.38472, 0.984922, 1, -0.0292952, 0.247561, -0.968429, -0.25999, 0.278948, -0.924442, 57.2771, -0.580103, 338.305, 0.103774, -0.205579, -0.0874927, 0.063056, 0.424894
85, 1.4014, 0.983861, 1, 0.00197826, 0.257144, -0.966371, -0.275018, 0.263502, -0.924625, 58.0686, -0.229273, 341.068, 0.0998972, -0.210992, -0.0871474, 0.0754772, 0.41754
86, 1.41808, 0.982942, 1, 0.0499365, 0.266591, -0.962515, -0.28652, 0.246214, -0.925897, 58.1891, -0.0141068, 340.597, 0.0945432, -0.211518, -0.0872422, 0.0963602, 0.408203
87, 1.43477, 0.982869, 1, 0.052648, 0.259516, -0.964303, -0.293211, 0.240916, -0.925195, 58.5316, 0.152242, 340.806, 0.0929676, -0.212085, -0.0872777, 0.0939567, 0.400149
88, 1.45145, 0.983044, 1, 0.0475868, 0.26183, -0.96394, -0.288025, 0.243862, -0.926052, 58.769, 0.306627, 340.964, 0.0950093, -0.213307, -0.0855014, 0.0951372, 0.40433
89, 1.46813, 0.98312, 1, 0.0411856, 0.255592, -0.965907, -0.289228, 0.245704, -0.92519, 58.9036, 0.356972, 340.729, 0.0936125, -0.21429, -0.0844606, 0.0918752, 0.400998
90, 1.48482, 0.982961, 1, 0.0353303, 0.252779, -0.966879, -0.287494, 0.244391, -0.926078, 59.0602, 0.51963, 340.439, 0.0957177, -0.213701, -0.0832032, 0.0885133, 0.400563
