frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_2_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_angle, y_angle
1, 0, 0.971671, 1, 0.144016, 0.150364, -0.978085, -0.0758232, 0.297784, -0.951617, -9.50793, -2.3905, 397.913, 0.141525, -0.0229228, 0.019478, 0.0415683, 0.399038
2, 0.0166833, 0.974777, 1, 0.141801, 0.136921, -0.98038, -0.0682254, 0.286157, -0.955751, -9.22407, -2.46287, 399.457, 0.137345, -0.0242306, 0.0211928, 0.047153, 0.38125
3, 0.0333667, 0.973979, 1, 0.142243, 0.14519, -0.979126, -0.0900683, 0.294627, -0.951358, -8.94189, -2.80229, 400.004, 0.137445, -0.028348, 0.0228031, 0.0417787, 0.390138
4, 0.05005, 0.974027, 1, 0.13755, 0.138178, -0.980809, -0.088577, 0.289363, -0.953112, -8.73013, -3.26271, 400.514, 0.136134, -0.0282034, 0.0248047, 0.0396251, 0.382449
5, 0.0667333, 0.973188, 1, 0.135215, 0.141381, -0.980677, -0.0956347, 0.296759, -0.950152, -8.51702, -3.62198, 400.284, 0.136619, -0.02894, 0.0260858, 0.035007, 0.388204
6, 0.0834167, 0.974003, 1, 0.134312, 0.140421, -0.980939, -0.107297, 0.29763, -0.948633, -8.49933, -3.41542, 399.602, 0.13593, -0.0300232, 0.0262193, 0.0300147, 0.387888
7, 0.1001, 0.973925, 1, 0.139331, 0.143965, -0.979725, -0.113995, 0.304321, -0.945724, -8.58039, -2.98402, 400.093, 0.135249, -0.0288964, 0.0262549, 0.0276205, 0.392554
8, 0.116783, 0.974646, 1, 0.129577, 0.137422, -0.982, -0.0981975, 0.292473, -0.951218, -8.77063, -2.51928, 400.265, 0.137096, -0.0291788, 0.025439, 0.0314985, 0.383716
9, 0.133467, 0.974041, 1, 0.136814, 0.157999, -0.977915, -0.112967, 0.305399, -0.9455, -8.90477, -2.19821, 400.619, 0.137042, -0.0322188, 0.0248643, 0.0316575, 0.401263
10, 0.15015, 0.971577, 1, 0.130327, 0.285162, -0.949577, -0.128342, 0.306174, -0.943285, -9.05186, -1.58844, 402.102, 0.128737, -0.033586, 0.0237121, 0.0212291, 0.458048
11, 0.166833, 0.972135, 1, 0.128368, 0.327185, -0.9362, -0.116164, 0.311149, -0.943235, -9.21416, -0.686476, 403.002, 0.125848, -0.0358249, 0.02148, 0.0318784, 0.478818
12, 0.183517, 0.969837, 1, 0.134711, 0.32213, -0.937062, -0.120019, 0.282794, -0.951642, -9.25474, -0.293997, 403.993, 0.118322, -0.0346547, 0.0213779, 0.0321788, 0.453239
13, 0.2002, 0.967881, 1, 0.131613, 0.315881, -0.939626, -0.106449, 0.275555, -0.955373, -8.92406, -0.536673, 404.121, 0.119151, -0.0367042, 0.0225492, 0.040405, 0.446318
14, 0.216883, 0.966753, 1, 0.131078, 0.326052, -0.93622, -0.125281, 0.281077, -0.951473, -8.6351, -1.15651, 403.815, 0.11719, -0.0364796, 0.0219109, 0.0289619, 0.452912
15, 0.233567, 0.966612, 1, 0.127575, 0.314423, -0.940671, -0.111265, 0.287583, -0.951271, -8.26744, -1.73093, 403.612, 0.114603, -0.0360774, 0.0229142, 0.0341159, 0.447736
16, 0.25025, 0.968327, 1, 0.120192, 0.315035, -0.941439, -0.124309, 0.281396, -0.951506, -8.16004, -2.15075, 402.684, 0.114496, -0.0345318, 0.0235536, 0.0208614, 0.444818
17, 0.266933, 0.968911, 1, 0.114458, 0.302429, -0.946275, -0.128749, 0.264913, -0.955639, -8.16994, -2.19095, 402.589, 0.116116, -0.0345589, 0.0232758, 0.0156258, 0.430944
18, 0.283617, 0.970298, 1, 0.119332, 0.281361, -0.952153, -0.128327, 0.263448, -0.9561, -8.11942, -2.23113, 401.668, 0.114487, -0.0362454, 0.0226686, 0.021438, 0.417742
