frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_2_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_angle, y_angle
1, 0, 0.714064, 1, 0.460911, 0.0185203, -0.887253, 0.176104, 0.133786, -0.975238, -112.67, 41.3152, 429.959, -0.160139, 0.0617515, -0.209522, 0.328555, -0.142957
2, 0.0166833, 0.72989, 1, 0.314248, 0.225496, -0.922171, 0.119873, 0.16118, -0.979618, -95.493, 32.7352, 391.961, -0.208812, -0.0293604, -0.368851, 0.406344, -0.115658
3, 0.0333667, 0.816122, 1, 0.352068, 0.218839, -0.910032, 0.191339, 0.0861306, -0.977738, -92.2003, 30.9128, 388.334, -0.215347, -0.0820036, -0.414137, 0.516378, -0.211985
4, 0.05005, 0.828678, 1, 0.387738, 0.118958, -0.914061, 0.19411, 0.0408417, -0.980129, -91.7933, 30.188, 389.077, -0.23152, -0.0784479, -0.438134, 0.516819, -0.329775
5, 0.0667333, 0.772825, 1, 0.26478, 0.18065, -0.947237, 0.261164, 0.0769414, -0.962223, -88.0454, 27.9097, 374.897, -0.188192, -0.0184078, -0.456613, 0.429159, -0.215028
6, 0.0834167, 0.788398, 1, 0.241254, 0.126486, -0.962184, 0.214217, 0.0696263, -0.974302, -88.4872, 25.9454, 374.411, -0.258001, 0.0141157, -0.472877, 0.351455, -0.302564
7, 0.1001, 0.836126, 1, 0.237981, 0.112338, -0.964751, 0.23793, 0.15805, -0.958337, -89.1792, 25.5403, 378.225, -0.241701, 0.019956, -0.506399, 0.373134, -0.271677
8, 0.116783, 0.852664, 1, 0.248319, 0.0826528, -0.965146, 0.178881, 0.114984, -0.977129, -89.683, 25.4575, 379.724, -0.207385, 0.0272182, -0.533808, 0.322412, -0.265097
9, 0.133467, 0.885507, 1, 0.323559, 0.00726908, -0.94618, 0.190289, 0.106874, -0.975893, -91.1529, 25.6396, 384.175, -0.175334, 0.0238633, -0.558363, 0.348289, -0.305947
10, 0.15015, 0.911896, 1, 0.357424, -0.00227084, -0.933939, 0.171192, 0.120006, -0.977902, -91.1286, 25.1393, 383.107, -0.167893, 0.0393103, -0.573227, 0.337082, -0.300678
