frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_2_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_angle, y_angle
1, 0, 0.868066, 1, -0.11009, 0.116283, -0.987096, -0.307648, 0.0263207, -0.951136, 109.589, 95.5352, 447.592, 0.0571477, -0.306333, -0.0820529, 0.121977, 0.159935
2, 0.0166833, 0.878747, 1, -0.136825, 0.117109, -0.983649, -0.298556, 0.0647916, -0.95219, 109.201, 95.3716, 444.746, 0.0956006, -0.376673, -0.0850022, 0.187138, 0.215271
3, 0.0333667, 0.845065, 1, -0.119882, 0.0723582, -0.990148, -0.25377, 0.000569022, -0.967264, 107.726, 95.3919, 442.177, 0.114106, -0.545313, -0.0861694, 0.392245, 0.167722
4, 0.05005, 0.848837, 1, -0.12501, 0.0512457, -0.990831, -0.258968, 0.0385461, -0.965116, 106.575, 95.6564, 440.487, 0.10773, -0.661478, -0.0832825, 0.502704, 0.166949
5, 0.0667333, 0.833596, 1, -0.105257, 0.0630554, -0.992444, -0.24908, 0.0425556, -0.967547, 106.475, 96.6148, 439.256, 0.125379, -0.674089, -0.0703323, 0.530625, 0.18722
6, 0.0834167, 0.833296, 1, -0.102186, 0.0756506, -0.991885, -0.24271, 0.0184453, -0.969923, 108.391, 98.9344, 441.314, 0.13876, -0.672689, -0.0600192, 0.532548, 0.190214
7, 0.1001, 0.832687, 1, -0.0924167, 0.0614047, -0.993825, -0.240788, 0.031538, -0.970065, 109.964, 100.075, 441.854, 0.147597, -0.679242, -0.0529331, 0.544306, 0.197105
8, 0.116783, 0.832219, 1, -0.0749672, 0.0568497, -0.995564, -0.244615, 0.0299753, -0.969157, 111.156, 100.577, 442.575, 0.152626, -0.678183, -0.0517133, 0.549439, 0.198287
9, 0.133467, 0.832259, 1, -0.0899948, 0.0937368, -0.991521, -0.244457, 0.0297845, -0.969203, 112.205, 101.789, 443.925, 0.163268, -0.680268, -0.0453502, 0.545783, 0.228191
10, 0.15015, 0.837934, 1, -0.125966, 0.0733785, -0.989317, -0.238704, 0.000728268, -0.971092, 112.848, 102.989, 445.02, 0.17639, -0.673145, -0.0356467, 0.520905, 0.210661
11, 0.166833, 0.846456, 1, -0.117107, 0.0927637, -0.988777, -0.248738, -0.0118131, -0.968499, 114.061, 103.416, 446.408, 0.172902, -0.67177, -0.0373151, 0.518576, 0.21187
12, 0.183517, 0.836405, 1, -0.116989, 0.108884, -0.987146, -0.24662, -0.0220056, -0.968862, 114.985, 104.116, 446.568, 0.180129, -0.673565, -0.0349517, 0.521594, 0.222157
13, 0.2002, 0.834222, 1, -0.154378, 0.0916736, -0.98375, -0.241129, -0.00925644, -0.970449, 115.96, 105.565, 448.165, 0.189533, -0.684269, -0.0300236, 0.515148, 0.225752
14, 0.216883, 0.843888, 1, -0.107957, 0.0778112, -0.991106, -0.250612, 0.00373958, -0.96808, 116.938, 106.587, 450.208, 0.19621, -0.685942, -0.0290488, 0.534971, 0.231828
15, 0.233567, 0.839595, 1, -0.155521, 0.104488, -0.982291, -0.251817, 0.00329889, -0.967769, 117.473, 107.06, 450.606, 0.194929, -0.690537, -0.0281715, 0.515444, 0.243731
16, 0.25025, 0.843304, 1, -0.153828, 0.0928092, -0.983729, -0.253873, -0.00331621, -0.967232, 118.142, 108.339, 451.938, 0.203305, -0.690887, -0.0243975, 0.514462, 0.239824
