frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_2_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_angle, y_angle
1, 0, 0.759305, 1, 0.255977, 0.212454, -0.943048, -0.0328487, 0.121635, -0.992031, -28.9114, 6.1886, 291.943, 0.0726675, 0.118491, 0.182924, -0.0797902, 0.281497
2, 0.0166833, 0.757586, 1, 0.280787, 0.206431, -0.937307, -0.0250116, 0.104771, -0.994182, -28.7579, 5.95616, 289.317, 0.0662862, 0.109527, 0.179773, -0.0493946, 0.264811
3, 0.0333667, 0.757804, 1, 0.289683, 0.197733, -0.936475, -0.0447489, 0.114149, -0.992455, -29.0205, 5.86346, 290.634, 0.0614514, 0.10724, 0.180129, -0.0554736, 0.260529
4, 0.05005, 0.753949, 1, 0.272989, 0.246857, -0.929806, -0.130473, 0.143999, -0.980939, -29.0685, 5.60307, 289.349, 0.0504998, 0.102011, 0.182187, -0.116015, 0.281072
5, 0.0667333, 0.750705, 1, 0.314002, 0.229958, -0.921152, -0.14397, 0.141242, -0.97945, -29.2111, 5.71647, 292.841, 0.0370489, 0.0875674, 0.184569, -0.0858443, 0.262485
6, 0.0834167, 0.747534, 1, 0.258951, 0.281279, -0.924027, 0.0182148, 0.0549972, -0.99832, -28.3315, 4.84334, 287.617, 0.0430712, 0.105941, 0.173609, -0.0322066, 0.258705
7, 0.1001, 0.690047, 0, 0, 0, -1, 0, 0, -1, -30.901, 6.92871, 299.79, 0.0917723, 0.143887, 0.21577, -0.201962, 0.0983
8, 0.116783, 0.957408, 1, 0.133753, 0.41923, -0.897973, -0.25054, 0.271065, -0.929383, -36.1555, 5.61147, 315.007, -0.0606313, 0.535442, 0.355403, -0.768133, 0.361696
9, 0.133467, 0.960492, 1, 0.112189, 0.347235, -0.931043, -0.180928, 0.307611, -0.934152, -37.2577, 6.00414, 319.511, -0.162911, 0.722755, 0.453218, -0.913005, 0.27083
10, 0.15015, 0.957349, 1, 0.0935418, 0.321834, -0.942164, -0.219324, 0.285275, -0.933014, -37.8644, 6.13676, 320.802, -0.195711, 0.726269, 0.500741, -0.939211, 0.173462
11, 0.166833, 0.956915, 1, 0.0739514, 0.304738, -0.949561, -0.253456, 0.278793, -0.926301, -39.2555, 5.9714, 325.852, -0.225091, 0.679208, 0.541675, -0.925316, 0.0737977
12, 0.183517, 0.965027, 1, 0.0630821, 0.295933, -0.953123, -0.276551, 0.268611, -0.922696, -40.4082, 5.29933, 329.965, -0.249193, 0.638955, 0.582027, -0.908261, -0.00735477
